protein	n_obs	status	singular	messages	var_Run	var_Mixture	sigma2	acquisition	design	level	reference	structure	var_Run:ionID	var_Run:Channel
Q15019	120	ok	FALSE		0.35138830258191	1.75110644693984e-10	0.000959034475942234	ms2	balanced	protein	drop	mixed	NA	NA
Q15020	120	ok	FALSE		0.0709679501260298	0.0864305330285681	0.0015398220576884	ms2	balanced	protein	drop	mixed	NA	NA
Q15021	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.112447673703999	0	0.00142350653729966	ms2	balanced	protein	drop	mixed	NA	NA
Q15024	120	ok	FALSE		0.394082285361975	2.22385912652602e-09	0.00424077142087568	ms2	balanced	protein	drop	mixed	NA	NA
Q15029	120	ok	FALSE		0.0490831361798708	0.00650699825580938	0.000480111040623983	ms2	balanced	protein	drop	mixed	NA	NA
Q15031	120	ok	FALSE		0.316247092924665	0.0219333515820245	0.00788991399574178	ms2	balanced	protein	drop	mixed	NA	NA
Q15041	119	ok	FALSE		1.87643308299553	1.02135074231821	0.0788795113769594	ms2	balanced	protein	drop	mixed	NA	NA
Q15043	120	ok	FALSE		0.0740932425544577	0.111912598433967	0.00814522560236714	ms2	balanced	protein	drop	mixed	NA	NA
Q15046	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0753001468694074	0	0.0006449182024211	ms2	balanced	protein	drop	mixed	NA	NA
Q15050	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.121744486990524	5.37291432401895e-12	0.00293343498867485	ms2	balanced	protein	drop	mixed	NA	NA
Q15054	120	ok	FALSE		0.251029004646211	1.7111139673932e-08	0.00510069567977744	ms2	balanced	protein	drop	mixed	NA	NA
Q15056	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.210181369341612	0	0.000899144318634399	ms2	balanced	protein	drop	mixed	NA	NA
Q15061	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.235340359690633	0	0.00250404489551806	ms2	balanced	protein	drop	mixed	NA	NA
Q15070	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.554272900297146	0	0.00708906306315835	ms2	balanced	protein	drop	mixed	NA	NA
Q15084	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0877619083225244	0	0.00083903566401856	ms2	balanced	protein	drop	mixed	NA	NA
Q15102	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0700293026299087	0	0.00168358607491164	ms2	balanced	protein	drop	mixed	NA	NA
Q15126	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.22124250529721	6.65391540744669e-12	0.00254915035318775	ms2	balanced	protein	drop	mixed	NA	NA
Q15149	120	ok	FALSE		0.0036457499821899	0.00224558000120696	0.000131286517266846	ms2	balanced	protein	drop	mixed	NA	NA
Q15154	120	ok	FALSE		0.897846116766484	0.342583834296085	0.0363449991327161	ms2	balanced	protein	drop	mixed	NA	NA
Q15165	120	ok	FALSE		0.233725109217019	0.0241883848984969	0.00401167110337778	ms2	balanced	protein	drop	mixed	NA	NA
Q15181	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0669613423746826	0	0.00114637830798506	ms2	balanced	protein	drop	mixed	NA	NA
Q15185	120	ok	FALSE		0.546117808668138	1.65759918175477e-09	0.00169277962993891	ms2	balanced	protein	drop	mixed	NA	NA
Q15233	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.108241929176841	4.42883875870957e-12	0.000493720271344789	ms2	balanced	protein	drop	mixed	NA	NA
Q15257	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.120725656661355	0	0.00168205215370984	ms2	balanced	protein	drop	mixed	NA	NA
Q15269	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.170144604285668	0	0.00320280151966718	ms2	balanced	protein	drop	mixed	NA	NA
Q15286	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.69636070769929	0	0.0221635840138939	ms2	balanced	protein	drop	mixed	NA	NA
Q15293	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.153251019002939	0	0.00132024059469096	ms2	balanced	protein	drop	mixed	NA	NA
Q15363	120	ok	FALSE		0.189245040419107	2.00741226474374e-09	0.00355839618614717	ms2	balanced	protein	drop	mixed	NA	NA
Q15365	120	ok	FALSE		0.123778658140503	1.29478464368466e-10	0.00117616327541262	ms2	balanced	protein	drop	mixed	NA	NA
Q15366	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.183705362284304	0	0.00176733230513159	ms2	balanced	protein	drop	mixed	NA	NA
Q15369	120	ok	FALSE		0.444406616442586	0.49459972619923	0.00888662305156278	ms2	balanced	protein	drop	mixed	NA	NA
Q15370	120	ok	FALSE		0.312091593170047	0.00382799838765796	0.00139230864342154	ms2	balanced	protein	drop	mixed	NA	NA
Q15382	120	ok	FALSE		0.613145705014639	1.2205386096584e-08	0.00375816053478017	ms2	balanced	protein	drop	mixed	NA	NA
Q15388	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.21567403897955	4.34117076661167e-12	0.0133255729898986	ms2	balanced	protein	drop	mixed	NA	NA
Q15392	120	ok	FALSE		0.136366864789336	0.00593204802706134	0.00110789274760091	ms2	balanced	protein	drop	mixed	NA	NA
Q15393	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0432814095059325	0	0.000397549976109299	ms2	balanced	protein	drop	mixed	NA	NA
Q15397	120	ok	FALSE		0.215338952614326	0.0164347768759659	0.00276153544936126	ms2	balanced	protein	drop	mixed	NA	NA
Q15404	120	ok	FALSE		0.108341785387726	0.0415576812683976	0.00280838493142333	ms2	balanced	protein	drop	mixed	NA	NA
Q15417	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.255075004391722	0	0.00384978143397829	ms2	balanced	protein	drop	mixed	NA	NA
Q15418	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.457346276100043	0	0.011008164434159	ms2	balanced	protein	drop	mixed	NA	NA
Q15424	120	ok	FALSE		0.137970890388017	0.108361041795034	0.00189012004358582	ms2	balanced	protein	drop	mixed	NA	NA
Q15427	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.310375334177736	0	0.00611063580539111	ms2	balanced	protein	drop	mixed	NA	NA
Q15428	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.380239927581554	0	0.00285162603667693	ms2	balanced	protein	drop	mixed	NA	NA
Q15435	120	ok	FALSE		0.432823011471429	0.0757270356885519	0.00738253480237429	ms2	balanced	protein	drop	mixed	NA	NA
Q15436	120	ok	FALSE		0.216327942109386	0.00615297751716432	0.00213710444894131	ms2	balanced	protein	drop	mixed	NA	NA
Q15437	120	ok	FALSE		0.458586283109309	0.0426873350958299	0.00581427809878451	ms2	balanced	protein	drop	mixed	NA	NA
Q15459	120	ok	FALSE		0.0452697571949822	0.0209313899315349	0.000605386366679456	ms2	balanced	protein	drop	mixed	NA	NA
Q15477	120	ok	FALSE		0.111776359901983	0.0333351412892061	0.00449152882190064	ms2	balanced	protein	drop	mixed	NA	NA
Q15555	120	ok	FALSE		0.415192374971097	0.0240180103045458	0.00630245274435295	ms2	balanced	protein	drop	mixed	NA	NA
Q15582	120	ok	FALSE		0.348455183451031	0.0705802070550953	0.0079823473185665	ms2	balanced	protein	drop	mixed	NA	NA
Q15599	120	ok	FALSE		0.0681826208649237	0.00290989664714149	0.0038125222256829	ms2	balanced	protein	drop	mixed	NA	NA
Q15629	120	ok	FALSE		0.404663540053987	0.0165884173543374	0.00445771042607659	ms2	balanced	protein	drop	mixed	NA	NA
Q15631	120	ok	FALSE		0.048932409928715	0.0059214699012339	0.00155026673619628	ms2	balanced	protein	drop	mixed	NA	NA
Q15637	120	ok	FALSE		0.149353125526887	0.0862254089418387	0.00116733511039176	ms2	balanced	protein	drop	mixed	NA	NA
Q15642	120	ok	FALSE		0.226888281735758	0.22932411128264	0.00793978684547829	ms2	balanced	protein	drop	mixed	NA	NA
Q15645	120	ok	FALSE		0.119854443348312	0.000311119138746274	0.0010251359929544	ms2	balanced	protein	drop	mixed	NA	NA
Q15654	120	ok	FALSE		0.415066898216502	0.145481294942489	0.00875251816477549	ms2	balanced	protein	drop	mixed	NA	NA
Q15691	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.121068619485605	7.58726693475479e-16	0.00132470831040099	ms2	balanced	protein	drop	mixed	NA	NA
Q15717	120	ok	FALSE		0.10496234452128	0.0440085177255825	0.00122816939751185	ms2	balanced	protein	drop	mixed	NA	NA
Q15738	120	ok	FALSE		0.0515048129222571	0.039324276942045	0.00134115421087014	ms2	balanced	protein	drop	mixed	NA	NA
Q15758	120	ok	FALSE		0.33126251471115	1.10232644744502e-08	0.00221852665369545	ms2	balanced	protein	drop	mixed	NA	NA
Q15785	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0150544855336045	0	0.00108275770224916	ms2	balanced	protein	drop	mixed	NA	NA
Q15813	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.180004460662279	0	0.00532968009313385	ms2	balanced	protein	drop	mixed	NA	NA
Q15819	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.992483555023781	1.36770114986459e-12	0.00349642028656603	ms2	balanced	protein	drop	mixed	NA	NA
Q15833	120	ok	FALSE		0.657312747893114	0.40748540742122	0.0198296834699034	ms2	balanced	protein	drop	mixed	NA	NA
Q15942	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.276692840447061	0	0.00272067447474105	ms2	balanced	protein	drop	mixed	NA	NA
Q16181	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0755978118268337	0	0.00101993761326208	ms2	balanced	protein	drop	mixed	NA	NA
Q16186	120	ok	FALSE		0.688924475036393	6.05794753305427e-10	0.00531961483129781	ms2	balanced	protein	drop	mixed	NA	NA
Q16204	120	ok	FALSE		0.0471790776870847	0.0122529159769884	0.00279927909127652	ms2	balanced	protein	drop	mixed	NA	NA
Q16222	120	ok	FALSE		0.178199342748635	0.0492662680341276	0.00310424715347003	ms2	balanced	protein	drop	mixed	NA	NA
Q16401	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0589705627030878	6.14980613833282e-12	0.00116711347999843	ms2	balanced	protein	drop	mixed	NA	NA
Q16513	120	ok	FALSE		0.410223505012481	0.135787723354484	0.0090701746727613	ms2	balanced	protein	drop	mixed	NA	NA
Q16527	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.107773798734199	1.45785169980481e-11	0.00337399984443608	ms2	balanced	protein	drop	mixed	NA	NA
Q16531	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0435174880360774	3.07273441501385e-12	0.000307273443666873	ms2	balanced	protein	drop	mixed	NA	NA
Q16539	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.769414030752736	0	0.0198512640457652	ms2	balanced	protein	drop	mixed	NA	NA
Q16540	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.42301501977855	0	0.00984483552395618	ms2	balanced	protein	drop	mixed	NA	NA
Q16543	120	ok	FALSE		0.0842302148888548	0.0190889541891028	0.00184015885270935	ms2	balanced	protein	drop	mixed	NA	NA
Q16555	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0720076474404194	4.41672129582381e-13	0.00103762842067574	ms2	balanced	protein	drop	mixed	NA	NA
Q16563	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.203306745826996	0	0.00700412541732996	ms2	balanced	protein	drop	mixed	NA	NA
Q16576	120	ok	FALSE		0.147423022704147	0.123921112407411	0.00208511608276623	ms2	balanced	protein	drop	mixed	NA	NA
Q16629	120	ok	FALSE		0.0722517731158013	0.0768695709436545	0.00135271160792125	ms2	balanced	protein	drop	mixed	NA	NA
Q16630	120	ok	FALSE		0.258042074668209	0.0212477392112412	0.00234976985757943	ms2	balanced	protein	drop	mixed	NA	NA
Q16643	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.263859813704214	0	0.00266820859210549	ms2	balanced	protein	drop	mixed	NA	NA
Q16658	120	ok	FALSE		0.0282398603441525	0.00780776938808217	0.000807190546729507	ms2	balanced	protein	drop	mixed	NA	NA
Q16666	117	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.14084595202956	0	0.0453985603203041	ms2	balanced	protein	drop	mixed	NA	NA
Q16698	120	ok	FALSE		0.0939791560685739	0.0657251548317676	0.00207476975148645	ms2	balanced	protein	drop	mixed	NA	NA
Q16718	120	ok	FALSE		0.0798352645483155	0.0311374352630527	0.00342115727127608	ms2	balanced	protein	drop	mixed	NA	NA
Q16719	120	ok	FALSE		0.138344098509628	0.00887697184896424	0.000438027459743508	ms2	balanced	protein	drop	mixed	NA	NA
Q16740	120	ok	FALSE		0.246532136881541	0.043807445957399	0.00330476996005629	ms2	balanced	protein	drop	mixed	NA	NA
Q16775	120	ok	FALSE		0.174144783323745	0.17355672263024	0.00747363690238694	ms2	balanced	protein	drop	mixed	NA	NA
Q16795	120	ok	FALSE		0.373329898569852	0.0451261365380563	0.00493976626410889	ms2	balanced	protein	drop	mixed	NA	NA
Q16836	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.208432772466659	2.36671423105196e-12	0.000902746301450726	ms2	balanced	protein	drop	mixed	NA	NA
Q16850	120	ok	FALSE		0.0566437833705618	0.0537086727024382	0.00178492192788751	ms2	balanced	protein	drop	mixed	NA	NA
Q16851	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0564550562438189	0	0.00148001880794156	ms2	balanced	protein	drop	mixed	NA	NA
Q16881	120	ok	FALSE		0.047995887029978	2.20125771087891e-08	0.000981726030512698	ms2	balanced	protein	drop	mixed	NA	NA
Q16891	120	ok	FALSE		0.0333969173459855	0.0012753473811057	0.000590105464887924	ms2	balanced	protein	drop	mixed	NA	NA
Q1KMD3	120	ok	FALSE		0.0161953324108395	0.00626885064739741	0.000435217747112605	ms2	balanced	protein	drop	mixed	NA	NA
Q27J81	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.138534367599003	1.11727176201405e-12	0.00448197367770114	ms2	balanced	protein	drop	mixed	NA	NA
Q29RF7	120	ok	FALSE		0.108609446676051	0.0491928091140836	0.00168105732099344	ms2	balanced	protein	drop	mixed	NA	NA
Q2M389	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.264496099291212	0	0.00693593135040187	ms2	balanced	protein	drop	mixed	NA	NA
Q2NL82	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0965868715985473	4.64035998295174e-13	0.00236998139221592	ms2	balanced	protein	drop	mixed	NA	NA
Q2TAA2	120	ok	FALSE		0.409838695773697	0.0653987748003598	0.0223863956682682	ms2	balanced	protein	drop	mixed	NA	NA
Q2TAL8	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.457081912435751	3.0208787218575e-11	0.0121614010518065	ms2	balanced	protein	drop	mixed	NA	NA
Q2TAY7	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0947450004328594	0	0.00152137091320053	ms2	balanced	protein	drop	mixed	NA	NA
Q32MZ4	120	ok	FALSE		0.293659729653228	0.0680304441749082	0.00326009045896038	ms2	balanced	protein	drop	mixed	NA	NA
Q32P28	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.245376841943526	0	0.00137530020344826	ms2	balanced	protein	drop	mixed	NA	NA
Q3LXA3	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.378778734839204	0	0.00327656887442176	ms2	balanced	protein	drop	mixed	NA	NA
Q3ZCQ8	120	ok	FALSE		0.190335982957437	0.076039507788735	0.00226716630495266	ms2	balanced	protein	drop	mixed	NA	NA
Q49A26	120	ok	FALSE		0.519342437650458	1.73134412292974e-09	0.0167811788307369	ms2	balanced	protein	drop	mixed	NA	NA
Q4G0N4	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.105748585421092	6.69078636649564e-13	0.00226281999981046	ms2	balanced	protein	drop	mixed	NA	NA
Q4J6C6	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.340582044940963	0	0.00919413004548533	ms2	balanced	protein	drop	mixed	NA	NA
Q4KMP7	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.227599611176389	0	0.0151544135350046	ms2	balanced	protein	drop	mixed	NA	NA
Q4VC31	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.236035739161758	1.50253978134115e-17	0.00422521545199652	ms2	balanced	protein	drop	mixed	NA	NA
Q52LJ0	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.114339320158636	0	0.00314983137156302	ms2	balanced	protein	drop	mixed	NA	NA
Q53EL6	120	ok	FALSE		0.0894832948482905	2.41845945981707e-11	0.00108474639042078	ms2	balanced	protein	drop	mixed	NA	NA
Q53GQ0	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.345583998254236	0	0.00308502684332694	ms2	balanced	protein	drop	mixed	NA	NA
Q53GS9	120	ok	FALSE		0.220640676625786	0.00172516610814397	0.00257339500805588	ms2	balanced	protein	drop	mixed	NA	NA
Q56VL3	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0965412921182232	0	0.00364481208978399	ms2	balanced	protein	drop	mixed	NA	NA
Q5BKZ1	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.319114224951001	0	0.00447621283925605	ms2	balanced	protein	drop	mixed	NA	NA
Q5F1R6	120	ok	FALSE		0.498414083950966	0.170255110856998	0.0101305138631742	ms2	balanced	protein	drop	mixed	NA	NA
Q5H9R7	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.337087603414247	0	0.00249482464395059	ms2	balanced	protein	drop	mixed	NA	NA
Q5JPH6	120	ok	FALSE		0.396935289700674	0.0278152271113921	0.0127715891341515	ms2	balanced	protein	drop	mixed	NA	NA
Q5JRA6	119	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.68488413363098	0	0.0487392941230639	ms2	balanced	protein	drop	mixed	NA	NA
Q5JRX3	120	ok	FALSE		0.0901821747356375	0.0177436169980068	0.00172014436090284	ms2	balanced	protein	drop	mixed	NA	NA
Q5JTH9	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0748266301224752	0	0.00146137840508978	ms2	balanced	protein	drop	mixed	NA	NA
Q5JTV8	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.222768771274254	0	0.00249486410821823	ms2	balanced	protein	drop	mixed	NA	NA
Q5JTZ9	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.901776996623644	0	0.018426337949203	ms2	balanced	protein	drop	mixed	NA	NA
Q5JVF3	120	ok	FALSE		0.158608676107412	0.0956269381720286	0.00730210540535339	ms2	balanced	protein	drop	mixed	NA	NA
Q5RKV6	120	ok	FALSE		0.102792808622478	0.0156108406308216	0.00191231006068268	ms2	balanced	protein	drop	mixed	NA	NA
Q5SRE5	120	ok	FALSE		0.137558043810097	0.130163025653063	0.00740733948019725	ms2	balanced	protein	drop	mixed	NA	NA
Q5SSJ5	120	ok	FALSE		0.0625346007878257	0.0144680959453779	0.00049647703710293	ms2	balanced	protein	drop	mixed	NA	NA
Q5SY16	120	ok	FALSE		0.127541336914113	0.180380366572508	0.00395830451926586	ms2	balanced	protein	drop	mixed	NA	NA
Q5T4S7	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0681368326037874	1.19372070493575e-11	0.00236411673985325	ms2	balanced	protein	drop	mixed	NA	NA
Q5T6V5	120	ok	FALSE		0.183368691276364	0.00669061709678871	0.00373537684529169	ms2	balanced	protein	drop	mixed	NA	NA
Q5T8P6	120	ok	FALSE		0.141753641240924	0.010659231112231	0.00200831047748833	ms2	balanced	protein	drop	mixed	NA	NA
Q5T9A4	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.89106431981101	0	0.0278612492697656	ms2	balanced	protein	drop	mixed	NA	NA
Q5TBB1	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.589360565475371	0	0.0168701134604468	ms2	balanced	protein	drop	mixed	NA	NA
Q5TFE4	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.342916378760948	0	0.00603897125019225	ms2	balanced	protein	drop	mixed	NA	NA
Q5UIP0	120	ok	FALSE		0.336720141007401	2.90732607913635e-09	0.00531008620335317	ms2	balanced	protein	drop	mixed	NA	NA
Q5VT52	120	ok	FALSE		0.0810721905426657	0.0112950420784587	0.00613018078128599	ms2	balanced	protein	drop	mixed	NA	NA
Q5VTL8	120	ok	FALSE		1.32569592274864	0.0282490467397288	0.018381112690865	ms2	balanced	protein	drop	mixed	NA	NA
Q5VW32	120	ok	FALSE		0.533587173114716	3.05298185285887e-07	0.00539916854349841	ms2	balanced	protein	drop	mixed	NA	NA
Q5VW36	120	ok	FALSE		0.326195252385307	0.0568771797421718	0.0170774330348379	ms2	balanced	protein	drop	mixed	NA	NA
Q5VYK3	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.13337841033083	2.70939372747575e-12	0.0015137621040207	ms2	balanced	protein	drop	mixed	NA	NA
Q5ZPR3	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.57480932758278	0	0.0483677818067493	ms2	balanced	protein	drop	mixed	NA	NA
Q63HN8	120	ok	FALSE		0.572102553632851	9.63309121475755e-08	0.0116803960717592	ms2	balanced	protein	drop	mixed	NA	NA
Q68EM7	120	ok	FALSE		0.712995063596897	0.596967953474824	0.00653560158518749	ms2	balanced	protein	drop	mixed	NA	NA
Q69YN4	120	ok	FALSE		0.437677720450733	0.0249957530866696	0.0333701505495391	ms2	balanced	protein	drop	mixed	NA	NA
Q6DD88	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.156384501420855	0	0.00102389530923324	ms2	balanced	protein	drop	mixed	NA	NA
Q6DKI1	120	ok	FALSE		0.148539638717606	0.0280275862742282	0.00239999166107861	ms2	balanced	protein	drop	mixed	NA	NA
Q6FI81	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0941104972528584	0	0.00273742437020981	ms2	balanced	protein	drop	mixed	NA	NA
Q6IBS0	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.139249735189366	4.24822923741746e-12	0.00266567703055859	ms2	balanced	protein	drop	mixed	NA	NA
Q6IN85	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.584174045244359	0	0.025831345401558	ms2	balanced	protein	drop	mixed	NA	NA
Q6KC79	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.380384144976692	0	0.00534821623247412	ms2	balanced	protein	drop	mixed	NA	NA
Q6NUK1	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0721075461139034	0	0.00121283069863062	ms2	balanced	protein	drop	mixed	NA	NA
Q6NUQ4	120	ok	FALSE		0.685412825162734	0.288929085988429	0.00561448118883615	ms2	balanced	protein	drop	mixed	NA	NA
Q6NVY1	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.11114613471804	0	0.0030343745938375	ms2	balanced	protein	drop	mixed	NA	NA
Q6NYC8	120	ok	FALSE		0.169872046142109	0.00576674240472698	0.00712440504771625	ms2	balanced	protein	drop	mixed	NA	NA
Q6NZI2	120	ok	FALSE		0.157449771700181	0.057754358535359	0.00161743683240997	ms2	balanced	protein	drop	mixed	NA	NA
Q6P1J9	120	ok	FALSE		0.0609224126057052	0.0256441549086391	0.00235289993482521	ms2	balanced	protein	drop	mixed	NA	NA
Q6P2E9	120	ok	FALSE		0.29044053555252	0.219088993918565	0.00470414140820416	ms2	balanced	protein	drop	mixed	NA	NA
Q6P2Q9	120	ok	FALSE		0.0270530888955467	0.00319755241007257	0.000298384493722019	ms2	balanced	protein	drop	mixed	NA	NA
Q6P587	120	ok	FALSE		0.144137064499605	0.131466950145945	0.00370221822189826	ms2	balanced	protein	drop	mixed	NA	NA
Q6P996	120	ok	FALSE		0.194321742429502	2.35116838515604e-08	0.00971220354466983	ms2	balanced	protein	drop	mixed	NA	NA
Q6PD62	120	ok	FALSE		0.162387037758188	1.19747178064972e-09	0.00319354206273731	ms2	balanced	protein	drop	mixed	NA	NA
Q6PGP7	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.186299611289663	2.48874535274413e-16	0.00169733983370701	ms2	balanced	protein	drop	mixed	NA	NA
Q6PI48	120	ok	FALSE		0.124502378432003	0.0201953619279648	0.00204341945656993	ms2	balanced	protein	drop	mixed	NA	NA
Q6PJG6	116	ok	FALSE		0.537895150335801	0.237815852055864	0.104916762795723	ms2	balanced	protein	drop	mixed	NA	NA
Q6PJT7	120	ok	FALSE		0.139760879269919	0.00090113912635275	0.00488803708220616	ms2	balanced	protein	drop	mixed	NA	NA
Q6PKG0	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0678829463481634	0	0.000597539414876563	ms2	balanced	protein	drop	mixed	NA	NA
Q6RFH5	120	ok	FALSE		0.380277037433358	0.321370321152691	0.00675092174475171	ms2	balanced	protein	drop	mixed	NA	NA
Q6UB35	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0909697428870891	0	0.00109268624208119	ms2	balanced	protein	drop	mixed	NA	NA
Q6UN15	120	ok	FALSE		0.306208702675297	0.0476952157727853	0.00998719579353163	ms2	balanced	protein	drop	mixed	NA	NA
Q6UW63	120	ok	FALSE		0.710974106220671	0.274175716626654	0.0468439665403754	ms2	balanced	protein	drop	mixed	NA	NA
Q6XQN6	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.456678985252922	0	0.00492618994400186	ms2	balanced	protein	drop	mixed	NA	NA
Q6Y7W6	120	ok	FALSE		0.760171070048671	0.189299883255643	0.0141164013223	ms2	balanced	protein	drop	mixed	NA	NA
Q6YN16	120	ok	FALSE		0.115011548028542	0.00648135844320941	0.00148327635446284	ms2	balanced	protein	drop	mixed	NA	NA
Q6ZRP7	120	ok	FALSE		0.308699966048547	0.0119054537419336	0.00729902122273382	ms2	balanced	protein	drop	mixed	NA	NA
Q70UQ0	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.635138897954549	2.01521280459867e-14	0.00517455741263399	ms2	balanced	protein	drop	mixed	NA	NA
Q71DI3	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.493581665356894	4.72941661772842e-12	0.0351672528283674	ms2	balanced	protein	drop	mixed	NA	NA
Q7KZ85	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.252646186246358	2.72817747167854e-11	0.00359770225401922	ms2	balanced	protein	drop	mixed	NA	NA
Q7KZF4	120	ok	FALSE		0.0439407720985701	0.00216462231912558	0.0002893579800259	ms2	balanced	protein	drop	mixed	NA	NA
Q7L014	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0449750571478713	6.93198138569029e-14	0.000531987624410797	ms2	balanced	protein	drop	mixed	NA	NA
Q7L0Y3	120	ok	FALSE		0.1558982060042	0.00769122649822699	0.00195602090255322	ms2	balanced	protein	drop	mixed	NA	NA
Q7L1Q6	120	ok	FALSE		0.087925298394371	0.0181978434434218	0.000771825952508702	ms2	balanced	protein	drop	mixed	NA	NA
Q7L2E3	120	ok	FALSE		0.070074023573121	0.0344649363905012	0.000927952005037134	ms2	balanced	protein	drop	mixed	NA	NA
Q7L2H7	120	ok	FALSE		0.0751779787785898	0.0347509590432559	0.00119293596633414	ms2	balanced	protein	drop	mixed	NA	NA
Q7L576	120	ok	FALSE		0.116818570135099	1.1042804065044e-07	0.00610269311508761	ms2	balanced	protein	drop	mixed	NA	NA
Q7L5N1	120	ok	FALSE		0.134816857063397	0.0368919059192855	0.00310821202681792	ms2	balanced	protein	drop	mixed	NA	NA
Q7LBC6	120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.792227616990303	0	0.00608241788355198	ms2	balanced	protein	drop	mixed	NA	NA
Q7LBR1	120	ok	FALSE		0.41336144083382	3.66232339110849e-08	0.00417110329827249	ms2	balanced	protein	drop	mixed	NA	NA
