sample	dim1	dim2	Run	Channel	Condition	Mixture	TechRepMixture	BioReplicate	Fraction	run_short	mixture_short	runCol	quantCols	dataset	n_complete_proteins	var_explained_dim1	var_explained_dim2
161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..129N	-0.808092885979155	0.962025742401774	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	129N	0.5	Mixture3	3	0.5	1	Mixture3_03	Mixture3	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..130C	-0.667546654074304	0.812055539009932	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	130C	1	Mixture3	3	1	1	Mixture3_03	Mixture3	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw_Abundance..130N	-0.458873227835527	0.882017884882284	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	130N	0.667	Mixture3	3	0.667	1	Mixture3_03	Mixture3	161122_SILAC_HeLa_UPS1_TMT10_Mixture3_03.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..127C	-2.52122282086455	3.39579283329971	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	127C	0.5	Mixture4	1	0.5	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..127N	-2.47418162127311	3.49240182010581	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	127N	1	Mixture4	1	1	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..128C	-2.47581523377228	3.35591026570225	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	128C	0.667	Mixture4	1	0.667	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..128N	-2.40929979818933	3.37145989554679	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	128N	0.125	Mixture4	1	0.125	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..129C	-2.50385467512022	3.21296795859741	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	129C	1	Mixture4	1	1	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..129N	-2.83479849196682	3.26000812571302	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	129N	0.667	Mixture4	1	0.667	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..130C	-2.74372413184875	3.26165277228882	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	130C	0.125	Mixture4	1	0.125	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw_Abundance..130N	-2.4967119705125	3.2401527753607	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	130N	0.5	Mixture4	1	0.5	1	Mixture4_01	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_01.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..127C	-7.25637960719992	-2.17791139318289	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	127C	0.5	Mixture4	2	0.5	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..127N	-7.0322928148101	-2.50780988286891	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	127N	1	Mixture4	2	1	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..128C	-7.12728836452062	-2.51107340836936	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	128C	0.667	Mixture4	2	0.667	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..128N	-7.18622973343161	-2.58551587751817	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	128N	0.125	Mixture4	2	0.125	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..129C	-7.13362191262494	-2.44295885783089	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	129C	1	Mixture4	2	1	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..129N	-7.23985574062835	-2.50318130101794	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	129N	0.667	Mixture4	2	0.667	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..130C	-7.35675692851264	-2.35286220742582	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	130C	0.125	Mixture4	2	0.125	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw_Abundance..130N	-7.00329899818623	-2.37002163070268	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	130N	0.5	Mixture4	2	0.5	1	Mixture4_02	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_02.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..127C	-4.04202379763573	-1.63439987588087	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	127C	0.5	Mixture4	3	0.5	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..127N	-4.13320165119115	-1.65837830284068	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	127N	1	Mixture4	3	1	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..128C	-3.9539110074708	-1.58443999608419	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	128C	0.667	Mixture4	3	0.667	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..128N	-4.30086660710252	-1.52972585217102	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	128N	0.125	Mixture4	3	0.125	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..129C	-4.03731617107043	-1.66794953184361	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	129C	1	Mixture4	3	1	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..129N	-4.42461862954149	-1.78289760561653	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	129N	0.667	Mixture4	3	0.667	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..130C	-4.2092469990709	-1.37704900981767	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	130C	0.125	Mixture4	3	0.125	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw_Abundance..130N	-3.85316737804099	-1.60695767006893	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	130N	0.5	Mixture4	3	0.5	1	Mixture4_03	Mixture4	161122_SILAC_HeLa_UPS1_TMT10_Mixture4_03.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..127C	1.68203684931952	-6.23939934467351	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	127C	0.125	Mixture5	1	0.125	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..127N	1.87825018230158	-6.12553116935912	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	127N	0.667	Mixture5	1	0.667	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..128C	1.83418961049188	-6.21429611657274	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	128C	1	Mixture5	1	1	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..128N	1.93160216922175	-6.39561585837201	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	128N	0.5	Mixture5	1	0.5	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..129C	1.81912711514413	-6.22024498154856	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	129C	0.5	Mixture5	1	0.5	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..129N	1.52704201499509	-6.18725190129237	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	129N	0.125	Mixture5	1	0.125	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..130C	1.71820779010366	-6.36937037351388	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	130C	0.667	Mixture5	1	0.667	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw_Abundance..130N	1.62453697192315	-6.21638279001804	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	130N	1	Mixture5	1	1	1	Mixture5_01	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_01.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..127C	-1.35471384509359	0.0494395822930662	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	127C	0.125	Mixture5	2	0.125	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..127N	-1.31209500267138	-0.28404365557401	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	127N	0.667	Mixture5	2	0.667	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..128C	-1.35701212430344	-0.290977377129331	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	128C	1	Mixture5	2	1	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..128N	-1.35807591936058	-0.0328346860189726	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	128N	0.5	Mixture5	2	0.5	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..129C	-1.35671720742235	-0.256721531775443	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	129C	0.5	Mixture5	2	0.5	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..129N	-1.58388258585629	-0.143446913939549	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	129N	0.125	Mixture5	2	0.125	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..130C	-1.57289838531963	-0.13664789445131	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	130C	0.667	Mixture5	2	0.667	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw_Abundance..130N	-1.32833085330755	-0.280104355716387	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	130N	1	Mixture5	2	1	1	Mixture5_02	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_02.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..127C	15.513198398659	-12.475308573789	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	127C	0.125	Mixture5	3	0.125	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..127C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..127N	15.6084102801834	-12.6417722224081	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	127N	0.667	Mixture5	3	0.667	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..127N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..128C	15.4130119141589	-12.4621838833285	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	128C	1	Mixture5	3	1	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..128C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..128N	15.5457668883535	-12.3467775773081	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	128N	0.5	Mixture5	3	0.5	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..128N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..129C	15.4764859973559	-12.3732162670602	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	129C	0.5	Mixture5	3	0.5	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..129C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..129N	15.214390822459	-12.4719250829081	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	129N	0.125	Mixture5	3	0.125	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..129N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..130C	15.5696837504928	-12.5649075476151	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	130C	0.667	Mixture5	3	0.667	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..130C	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw_Abundance..130N	15.4589950551628	-12.5092532831901	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	130N	1	Mixture5	3	1	1	Mixture5_03	Mixture5	161122_SILAC_HeLa_UPS1_TMT10_Mixture5_03.raw	Abundance..130N	spikein1_ms2	2298	0.094346047838608	0.0832485692823353
